"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Catalunya Central","Sant Vicenç de Castellet","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2.3,3.2,2.7,1.5,2,1.7
"Catalunya Central","Sant Vicenç de Castellet","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.9,10.6,9.2,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2110,2066,4176,563490,531360,1094850
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7166,6909,14075,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1802,1800,3602,485653,501618,987271
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1983,2489,4472,631736,839322,1471058
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Demogràfic","Població assignada total","Persones","2022",13061,13264,26325,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.1,18.7,15.3,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1931,1881,3812,490319,461101,951420
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5464,5861,11325,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1603,1602,3205,406344,447653,853997
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1950,2520,4470,612072,818797,1430869
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",10948,11864,22812,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.3,3.9,3.6,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.2,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.9,1.2,1,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.7,2.2,1.9,1.5,2,1.7
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 1 - Vila Vella","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6,7.4,6.7,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Demogràfic","Població assignada de 0-14 anys","Persones","2022",417,414,831,563490,531360,1094850
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Demogràfic","Població assignada de 15-54 anys","Persones","2022",2049,1956,4005,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Demogràfic","Població assignada de 55-64 anys","Persones","2022",491,531,1022,485653,501618,987271
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Demogràfic","Població assignada de 65 anys o més","Persones","2022",533,707,1240,631736,839322,1471058
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Demogràfic","Població assignada total","Persones","2022",3490,3608,7098,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.8,19.5,16.2,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",392,383,775,490319,461101,951420
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",1457,1621,3078,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",406,495,901,406344,447653,853997
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",513,690,1203,612072,818797,1430869
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",2768,3189,5957,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",1.7,2.2,1.9,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0,0.1,0.1,0.2,0.3,0.2
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.6,0.9,0.8,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.7,0.9,0.8,1.5,2,1.7
"Barcelona - Metropolitana Sud","Sant Vicenç dels Horts 2 - El Serral","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",3,4.1,3.6,6.2,7.9,7.1
"Girona","Santa Coloma de Farners","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1374,1342,2716,563490,531360,1094850
"Girona","Santa Coloma de Farners","Demogràfic","Població assignada de 15-54 anys","Persones","2022",4784,4217,9001,2090135,2009939,4100074
"Girona","Santa Coloma de Farners","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1046,954,2000,485653,501618,987271
"Girona","Santa Coloma de Farners","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1322,1600,2922,631736,839322,1471058
"Girona","Santa Coloma de Farners","Demogràfic","Població assignada total","Persones","2022",8526,8113,16639,3771014,3882239,7653253
"Girona","Santa Coloma de Farners","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",13.3,22.1,18.1,13.3,20.1,17.2
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1300,1292,2592,490319,461101,951420
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3678,3683,7361,1491869,1646703,3138572
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",891,878,1769,406344,447653,853997
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1281,1531,2812,612072,818797,1430869
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7150,7384,14534,3000604,3374254,6374858
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.7,4.3,4,3.5,4.2,3.9
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.2,0.2,0.2,0.3,0.2
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,2,1.7,1.1,1.5,1.3
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2,2.7,2.3,1.5,2,1.7
"Girona","Santa Coloma de Farners","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.2,9.2,8.2,6.2,7.9,7.1
"Catalunya Central","Santa Coloma de Queralt","Demogràfic","Població assignada de 0-14 anys","Persones","2022",241,204,445,563490,531360,1094850
"Catalunya Central","Santa Coloma de Queralt","Demogràfic","Població assignada de 15-54 anys","Persones","2022",840,758,1598,2090135,2009939,4100074
"Catalunya Central","Santa Coloma de Queralt","Demogràfic","Població assignada de 55-64 anys","Persones","2022",231,198,429,485653,501618,987271
"Catalunya Central","Santa Coloma de Queralt","Demogràfic","Població assignada de 65 anys o més","Persones","2022",368,461,829,631736,839322,1471058
"Catalunya Central","Santa Coloma de Queralt","Demogràfic","Població assignada total","Persones","2022",1680,1621,3301,3771014,3882239,7653253
"Catalunya Central","Santa Coloma de Queralt","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",16,24.3,20.6,13.3,20.1,17.2
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",239,201,440,490319,461101,951420
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",703,689,1392,1491869,1646703,3138572
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",199,199,398,406344,447653,853997
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",377,444,821,612072,818797,1430869
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",1518,1533,3051,3000604,3374254,6374858
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",5.3,5.9,5.6,3.5,4.2,3.9
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.3,0.7,0.5,0.2,0.3,0.2
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.3,2,1.6,1.1,1.5,1.3
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2,2.8,2.4,1.5,2,1.7
"Catalunya Central","Santa Coloma de Queralt","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",9,11.3,10.1,6.2,7.9,7.1
"Catalunya Central","Santa Eugènia de Berga","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1261,1143,2404,563490,531360,1094850
"Catalunya Central","Santa Eugènia de Berga","Demogràfic","Població assignada de 15-54 anys","Persones","2022",4540,4162,8702,2090135,2009939,4100074
"Catalunya Central","Santa Eugènia de Berga","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1270,1236,2506,485653,501618,987271
"Catalunya Central","Santa Eugènia de Berga","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1557,1809,3366,631736,839322,1471058
"Catalunya Central","Santa Eugènia de Berga","Demogràfic","Població assignada total","Persones","2022",8628,8350,16978,3771014,3882239,7653253
"Catalunya Central","Santa Eugènia de Berga","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.5,19.5,15.8,13.3,20.1,17.2
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1164,1052,2216,490319,461101,951420
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3530,3571,7101,1491869,1646703,3138572
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1094,1136,2230,406344,447653,853997
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1549,1809,3358,612072,818797,1430869
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7337,7568,14905,3000604,3374254,6374858
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.1,4.6,4.3,3.5,4.2,3.9
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",2.7,3.7,3.2,1.1,1.5,1.3
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.8,1.1,0.9,1.5,2,1.7
"Catalunya Central","Santa Eugènia de Berga","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.8,9.6,8.7,6.2,7.9,7.1
"Catalunya Central","Santa Margarida de Montbui","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1018,927,1945,563490,531360,1094850
"Catalunya Central","Santa Margarida de Montbui","Demogràfic","Població assignada de 15-54 anys","Persones","2022",2922,2600,5522,2090135,2009939,4100074
"Catalunya Central","Santa Margarida de Montbui","Demogràfic","Població assignada de 55-64 anys","Persones","2022",645,679,1324,485653,501618,987271
"Catalunya Central","Santa Margarida de Montbui","Demogràfic","Població assignada de 65 anys o més","Persones","2022",805,1031,1836,631736,839322,1471058
"Catalunya Central","Santa Margarida de Montbui","Demogràfic","Població assignada total","Persones","2022",5390,5237,10627,3771014,3882239,7653253
"Catalunya Central","Santa Margarida de Montbui","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",7.1,13.9,10.9,13.3,20.1,17.2
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",929,843,1772,490319,461101,951420
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2267,2298,4565,1491869,1646703,3138572
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",542,612,1154,406344,447653,853997
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",784,1009,1793,612072,818797,1430869
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",4522,4762,9284,3000604,3374254,6374858
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",3.3,4.2,3.7,3.5,4.2,3.9
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.1,0.1,0.2,0.3,0.2
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.2,1.7,1.4,1.1,1.5,1.3
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.3,1.7,1.5,1.5,2,1.7
"Catalunya Central","Santa Margarida de Montbui","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.9,7.7,6.8,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Demogràfic","Població assignada de 0-14 anys","Persones","2022",2024,1847,3871,563490,531360,1094850
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7110,6613,13723,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1552,1571,3123,485653,501618,987271
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1866,2272,4138,631736,839322,1471058
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Demogràfic","Població assignada total","Persones","2022",12552,12303,24855,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",8.9,15.3,12.4,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1760,1629,3389,490319,461101,951420
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5390,5684,11074,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1412,1450,2862,406344,447653,853997
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1850,2254,4104,612072,818797,1430869
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",10412,11017,21429,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.1,4.8,4.4,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.2,1.7,1.4,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.3,1.8,1.6,1.5,2,1.7
"Barcelona - Metropolitana Nord","Santa Perpètua de Mogoda","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.7,8.5,7.6,6.2,7.9,7.1
"Girona","Sarrià de Ter","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1322,1158,2480,563490,531360,1094850
"Girona","Sarrià de Ter","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3870,3870,7740,2090135,2009939,4100074
"Girona","Sarrià de Ter","Demogràfic","Població assignada de 55-64 anys","Persones","2022",927,853,1780,485653,501618,987271
"Girona","Sarrià de Ter","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1049,1276,2325,631736,839322,1471058
"Girona","Sarrià de Ter","Demogràfic","Població assignada total","Persones","2022",7168,7157,14325,3771014,3882239,7653253
"Girona","Sarrià de Ter","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.3,18.8,15.9,13.3,20.1,17.2
"Girona","Sarrià de Ter","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1221,1050,2271,490319,461101,951420
"Girona","Sarrià de Ter","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3193,3426,6619,1491869,1646703,3138572
"Girona","Sarrià de Ter","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",815,812,1627,406344,447653,853997
"Girona","Sarrià de Ter","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1056,1267,2323,612072,818797,1430869
"Girona","Sarrià de Ter","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",6285,6555,12840,3000604,3374254,6374858
"Girona","Sarrià de Ter","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.2,4.7,4.4,3.5,4.2,3.9
"Girona","Sarrià de Ter","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.3,0.2,0.3,0.2
"Girona","Sarrià de Ter","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.6,2.2,1.9,1.1,1.5,1.3
"Girona","Sarrià de Ter","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",2,2.5,2.2,1.5,2,1.7
"Girona","Sarrià de Ter","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.9,9.6,8.8,6.2,7.9,7.1
"Lleida","Seròs","Demogràfic","Població assignada de 0-14 anys","Persones","2022",482,464,946,563490,531360,1094850
"Lleida","Seròs","Demogràfic","Població assignada de 15-54 anys","Persones","2022",1999,1418,3417,2090135,2009939,4100074
"Lleida","Seròs","Demogràfic","Població assignada de 55-64 anys","Persones","2022",533,427,960,485653,501618,987271
"Lleida","Seròs","Demogràfic","Població assignada de 65 anys o més","Persones","2022",747,855,1602,631736,839322,1471058
"Lleida","Seròs","Demogràfic","Població assignada total","Persones","2022",3761,3164,6925,3771014,3882239,7653253
"Lleida","Seròs","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",16.1,25.8,21.3,13.3,20.1,17.2
"Lleida","Seròs","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",449,448,897,490319,461101,951420
"Lleida","Seròs","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",1561,1245,2806,1491869,1646703,3138572
"Lleida","Seròs","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",456,381,837,406344,447653,853997
"Lleida","Seròs","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",766,849,1615,612072,818797,1430869
"Lleida","Seròs","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",3232,2923,6155,3000604,3374254,6374858
"Lleida","Seròs","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.8,6.1,5.4,3.5,4.2,3.9
"Lleida","Seròs","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.3,0.4,0.4,0.2,0.3,0.2
"Lleida","Seròs","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.6,2.3,1.9,1.1,1.5,1.3
"Lleida","Seròs","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.4,2.1,1.8,1.5,2,1.7
"Lleida","Seròs","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8.1,11,9.4,6.2,7.9,7.1
"Girona","Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1754,1683,3437,563490,531360,1094850
"Girona","Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6447,5941,12388,2090135,2009939,4100074
"Girona","Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1503,1436,2939,485653,501618,987271
"Girona","Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1988,2158,4146,631736,839322,1471058
"Girona","Sils - Vidreres - Maçanet de la Selva","Demogràfic","Població assignada total","Persones","2022",11692,11218,22910,3771014,3882239,7653253
"Girona","Sils - Vidreres - Maçanet de la Selva","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",10.9,16.6,13.9,13.3,20.1,17.2
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1634,1565,3199,490319,461101,951420
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",5022,5228,10250,1491869,1646703,3138572
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1320,1360,2680,406344,447653,853997
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1933,2149,4082,612072,818797,1430869
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9909,10302,20211,3000604,3374254,6374858
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.5,5.2,4.8,3.5,4.2,3.9
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.4,1.9,1.7,1.1,1.5,1.3
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.8,2.4,2.1,1.5,2,1.7
"Girona","Sils - Vidreres - Maçanet de la Selva","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.8,9.7,8.7,6.2,7.9,7.1
"Barcelona - Metropolitana Sud","Sitges","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1804,1719,3523,563490,531360,1094850
"Barcelona - Metropolitana Sud","Sitges","Demogràfic","Població assignada de 15-54 anys","Persones","2022",7148,7145,14293,2090135,2009939,4100074
"Barcelona - Metropolitana Sud","Sitges","Demogràfic","Població assignada de 55-64 anys","Persones","2022",2078,1861,3939,485653,501618,987271
"Barcelona - Metropolitana Sud","Sitges","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2332,2969,5301,631736,839322,1471058
"Barcelona - Metropolitana Sud","Sitges","Demogràfic","Població assignada total","Persones","2022",13362,13694,27056,3771014,3882239,7653253
"Barcelona - Metropolitana Sud","Sitges","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",11.8,19.8,16.3,13.3,20.1,17.2
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1501,1408,2909,490319,461101,951420
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4537,5153,9690,1491869,1646703,3138572
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1590,1515,3105,406344,447653,853997
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2163,2722,4885,612072,818797,1430869
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9791,10798,20589,3000604,3374254,6374858
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",2.7,2.9,2.8,3.5,4.2,3.9
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.1,0.2,0.3,0.2
